check_point0,check_point1,check_point2,check_point3,check_point4,check_point5,check_point6,check_point7,check_point8,check_point9,check_point10,check_point11,check_point12,check_point13,check_point14,check_point15,check_point16,check_point17,check_point18,check_point19,check_point20,month,day,heat_deg_days_c,total_snow_cm,spd_of_max_gust_kmPerhr,date,sum_checkpointCount
3457.0,1767.0,3065.0,1500.0,2529.4773665692687,4172.562585513127,1286.0,1178.0,2477.0,2425.0,557.0,1257.0,2249.0,3125.0,1457.0,362.0,4993.0,1507.0,1460.0,2965.0,410.0,10.0,13.0,3.0,0.0,48.0,2015-10-13,44199.0399520824
4321.0,2407.0,3875.0,1909.0,3256.0502289325714,5212.586413332434,1501.0,1417.0,3100.0,3041.0,719.0,1563.0,2895.0,3667.0,1836.0,530.0,6346.0,1748.0,1801.0,3924.0,454.0,10.0,14.0,9.3,0.0,54.0,2015-10-14,55522.636642265
3583.0,2047.0,3274.0,1484.0,2687.1746812818205,4517.972894904531,1075.0,1040.0,2530.0,2489.0,501.0,1221.0,2369.0,3169.0,1422.0,379.0,6386.0,1670.0,1583.0,3043.0,394.0,10.0,15.0,9.9,0.0,54.0,2015-10-15,46864.147576186355
3424.0,2031.0,3144.0,1294.0,2590.5259923420226,4221.185551133588,1187.0,966.0,2406.0,2322.0,600.0,1092.0,2568.0,3271.0,1317.0,443.0,5665.0,1598.0,1698.0,2984.0,331.0,10.0,16.0,9.8,0.0,57.0,2015-10-16,45152.71154347561
963.0,1037.0,1167.0,370.0,838.9178305256107,1044.4819888114089,326.0,293.0,699.0,1455.0,129.0,409.0,1286.0,1493.0,329.0,59.0,2241.0,615.0,853.0,726.0,87.0,10.0,17.0,15.9,1.0,59.0,2015-10-17,16420.39981933702
1062.0,1057.0,1306.0,423.0,964.2852013514198,1452.1773750985428,338.0,324.0,782.0,763.0,252.0,574.0,1436.0,1627.0,422.0,60.0,2832.0,635.0,887.0,815.0,89.0,10.0,18.0,17.8,0.0,35.0,2015-10-18,18100.462576449965
2717.0,1752.0,2555.0,955.0,2182.141922858154,3512.1642511659406,1027.0,910.0,2119.0,2092.0,445.0,1018.0,1981.0,3045.0,1152.0,344.0,4782.0,1295.0,1411.0,2529.0,352.0,10.0,19.0,15.7,0.0,46.0,2015-10-19,38175.306174024096
3750.0,2280.0,3568.0,1322.0,2904.2765612452363,4754.29229226773,1550.0,1276.0,2799.0,2730.0,832.0,1511.0,2550.0,3460.0,1561.0,398.0,6260.0,1632.0,1755.0,3427.0,397.0,10.0,20.0,5.8,0.0,59.0,2015-10-20,50716.56885351297
3717.0,2258.0,3465.0,1391.0,2841.645804093241,4493.672343076325,1273.0,1208.0,2774.0,2728.0,709.0,1441.0,2556.0,3546.0,1561.0,394.0,5964.0,1717.0,1789.0,3198.0,383.0,10.0,21.0,12.7,0.0,31.0,2015-10-21,49407.318147169564
3207.0,1723.0,2909.0,1093.0,2324.4432695590917,3699.1582279954055,1023.0,849.0,2191.0,2154.0,468.0,1046.0,2202.0,2925.0,1173.0,333.0,4946.0,1317.0,1505.0,2677.0,333.0,10.0,22.0,7.8,0.0,63.0,2015-10-22,40097.6014975545
3142.0,2034.0,3048.0,1129.0,2443.507669554479,3982.5277421804794,1088.0,1340.0,2307.0,2271.0,569.0,1192.0,2343.0,3254.0,1311.0,364.0,5416.0,1526.0,1614.0,2722.0,345.0,10.0,23.0,14.1,0.0,39.0,2015-10-23,43441.03541173496
1491.0,1434.0,1750.0,594.0,1279.943081748109,1890.4836617219357,556.0,536.0,1015.0,1015.0,465.0,843.0,1888.0,2273.0,533.0,101.0,3213.0,871.0,1201.0,1026.0,117.0,10.0,24.0,12.7,0.0,56.0,2015-10-24,24092.426743470045
890.0,971.0,1009.0,448.0,783.507621771269,1126.6834964420548,344.0,342.0,646.0,629.0,174.0,380.0,1141.0,1462.0,327.0,65.0,2107.0,528.0,805.0,725.0,81.0,10.0,25.0,9.1,0.0,54.0,2015-10-25,14984.191118213323
3012.0,1930.0,2931.0,1369.0,2475.1049390307703,4053.2633612849068,1114.0,1074.0,2379.0,2372.0,611.0,1201.0,2141.0,3099.0,1368.0,402.0,5484.0,1505.0,1540.0,2940.0,393.0,10.0,26.0,14.8,0.0,37.0,2015-10-26,43393.36830031568
3301.0,2110.0,3222.0,1491.0,2712.354151600318,4295.098048396054,1216.0,1180.0,2737.0,2701.0,761.0,1339.0,2367.0,3381.0,1511.0,385.0,5706.0,1626.0,1773.0,3184.0,422.0,10.0,27.0,14.3,0.0,31.0,2015-10-27,47420.45219999637
1733.0,999.0,1643.0,830.0,1425.0547660906448,2450.534930711638,653.0,631.0,1512.0,1495.0,200.0,581.0,1301.0,1909.0,749.0,174.0,3367.0,956.0,1050.0,1868.0,230.0,10.0,28.0,12.7,0.0,48.0,2015-10-28,25756.589696802283
2249.0,1233.0,2014.0,1043.0,1751.846733271099,2914.0210452240385,789.0,765.0,1876.0,1825.0,230.0,638.0,1671.0,2272.0,861.0,265.0,4024.0,1076.0,1292.0,2170.0,275.0,10.0,29.0,7.1,0.0,83.0,2015-10-29,31233.867778495136
2630.0,1746.0,2632.0,1212.0,2191.136070317837,3565.0405162393367,991.0,960.0,2160.0,2121.0,468.0,1079.0,2127.0,2913.0,1133.0,328.0,4869.0,1450.0,1638.0,2593.0,322.0,10.0,30.0,14.4,0.0,56.0,2015-10-30,39128.17658655717
1396.0,1347.0,1557.0,478.0,1147.2513084826264,1692.4975495652434,506.0,490.0,913.0,896.0,418.0,666.0,1541.0,2049.0,486.0,113.0,3078.0,867.0,1178.0,937.0,103.0,10.0,31.0,15.5,0.0,31.0,2015-10-31,21858.748858047868
529.0,644.0,715.0,227.0,482.42192927716843,713.7283833301324,218.0,218.0,459.0,461.0,41.0,219.0,723.0,1111.0,179.0,43.0,1554.0,410.0,611.0,446.0,50.0,11.0,1.0,8.8,0.0,70.0,2015-11-01,10054.1503126073
3177.0,1975.0,2912.0,1457.0,2515.8227684817634,4083.018441625948,1136.0,1096.0,2455.0,2380.0,571.0,1124.0,2228.0,3198.0,1364.0,351.0,5253.0,1472.0,1434.0,2985.0,451.0,11.0,2.0,10.0,0.0,41.0,2015-11-02,43617.84121010771
3738.0,2279.0,3378.0,1558.0,2830.418782755714,4586.836107161658,1285.0,1242.0,2630.0,2641.0,785.0,1264.0,2502.0,3511.0,1533.0,396.0,5939.0,1678.0,1742.0,3316.0,441.0,11.0,3.0,7.9,0.0,35.0,2015-11-03,49275.25488991737
3757.0,2351.0,3464.0,1704.0,2854.286371003427,4599.557633330825,1334.0,1296.0,2747.0,2837.0,809.0,1341.0,2482.0,3584.0,1606.0,399.0,6079.0,1735.0,1823.0,3184.0,381.0,11.0,4.0,10.5,0.0,31.0,2015-11-04,50366.844004334256
3774.0,2407.0,3513.0,1694.0,2886.514791227538,4671.063706153659,1334.0,1293.0,2820.0,3072.0,804.0,1299.0,2426.0,3590.0,1537.0,372.0,6258.0,1772.0,1855.0,3313.0,375.0,11.0,5.0,7.3,0.0,31.0,2015-11-05,51065.5784973812
2613.0,1477.0,2334.0,1025.0,1972.2487935628835,3193.6377953928995,879.0,853.0,1935.0,2395.0,301.0,701.0,2130.0,2675.0,1016.0,271.0,4522.0,1205.0,1430.0,2234.0,309.0,11.0,6.0,3.3,0.0,70.0,2015-11-06,35470.88658895578
1879.0,1481.0,1838.0,595.0,1324.0896066812832,1794.884929563847,606.0,593.0,1076.0,1326.0,491.0,707.0,1719.0,2251.0,590.0,120.0,2688.0,923.0,1215.0,1163.0,124.0,11.0,7.0,11.2,0.0,46.0,2015-11-07,24503.97453624513
1240.0,1254.0,1470.0,514.0,999.0188242560012,1180.7034190661952,452.0,436.0,787.0,2121.0,334.0,566.0,1301.0,1920.0,367.0,79.0,2302.0,704.0,989.0,812.0,95.0,11.0,8.0,14.9,0.0,41.0,2015-11-08,19922.722243322198
2972.0,1855.0,2857.0,1327.0,2333.7177757288487,3357.374451932104,1076.0,1043.0,2360.0,3604.0,500.0,1055.0,2370.0,3005.0,1226.0,321.0,4057.0,1500.0,1376.0,2758.0,377.0,11.0,9.0,11.2,0.0,43.0,2015-11-09,41330.09222766095
3385.0,2006.0,3018.0,1491.0,2538.3984663553724,3663.0,1201.0,1164.0,2508.0,3772.0,671.0,1144.0,2435.0,3293.0,1449.0,336.0,4214.0,1638.0,1640.0,3002.0,377.0,11.0,10.0,11.6,0.0,32.0,2015-11-10,44945.39846635537
3044.0,1931.0,2828.0,1393.0,2351.5667717078313,3603.0,1754.0,1142.0,2342.0,3997.0,458.0,950.0,2328.0,3280.0,1210.0,338.0,4065.0,1534.0,1527.0,2860.0,356.0,11.0,11.0,10.6,0.0,31.0,2015-11-11,43291.56677170783
1751.0,930.0,1670.0,888.0,1321.2614853822163,2048.0,700.0,675.0,1566.0,2945.0,152.0,467.0,1345.0,1877.0,755.0,180.0,2336.0,960.0,955.0,1777.0,198.0,11.0,12.0,8.9,0.0,63.0,2015-11-12,25496.261485382216
1818.0,906.0,1711.0,873.0,1396.0724265529109,2115.0,634.0,477.0,1522.0,1693.0,150.0,482.0,1416.0,1980.0,719.0,204.0,2628.0,978.0,1040.0,1727.0,258.0,11.0,13.0,12.8,0.0,48.0,2015-11-13,24727.07242655291
979.0,759.0,978.0,322.0,728.3601232233918,1112.0,290.0,310.0,601.0,604.0,98.0,266.0,1061.0,1448.0,269.0,70.0,1876.0,640.0,805.0,737.0,73.0,11.0,14.0,16.0,0.0,50.0,2015-11-14,14026.360123223392
913.0,749.0,1028.0,348.0,729.667716153853,1128.0,303.0,224.0,666.0,663.0,224.0,380.0,1094.0,1491.0,321.0,64.0,1913.0,537.0,804.0,685.0,63.0,11.0,15.0,14.0,0.0,39.0,2015-11-15,14327.667716153854
